"ID","CLASSE","TIPO","LAT","LON","QUAD"
23,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5443756","-46.7233607","(4, 31)"
24,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6022879","-46.5213287","(3, 33)"
25,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6404748","-46.5988949","(3, 33)"
26,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6058536","-46.4706972","(3, 34)"
27,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.4975448","-46.7268765","(5, 31)"
28,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5580882","-46.5700756","(4, 33)"
29,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5330203","-46.64523130000001","(4, 32)"
30,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5737278","-46.5050004","(4, 34)"
31,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5426786","-46.4187947","(4, 35)"
32,"POLICIA MILITAR","COMANDO DE POLICIAMENTO","-23.612849","-46.48817709999999","(3, 34)"
33,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6193482","-46.4239622","(3, 35)"
34,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.4638162","-46.6270961","(5, 32)"
35,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5321943","-46.6304135","(4, 32)"
36,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6630237","-46.7816559","(3, 31)"
37,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5308886","-46.44342930000001","(4, 34)"
38,"POLICIA MILITAR","CORREGEDORIA","-23.5312849","-46.6294523","(4, 32)"
39,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.548162","-46.6981766","(4, 31)"
40,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5177596","-46.5847139","(4, 33)"
41,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5270446","-46.59250670000001","(4, 33)"
42,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6324395","-46.7284459","(3, 31)"
43,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5733678","-46.5574761","(4, 33)"
44,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6223052","-46.4878966","(3, 34)"
45,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5227494","-46.6176167","(4, 32)"
46,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5409958","-46.4536792","(4, 34)"
47,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5715545","-46.7227717","(4, 31)"
48,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5784104","-46.5478337","(4, 33)"
49,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5895802","-46.5681933","(3, 33)"
50,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5292173","-46.6117538","(4, 32)"
51,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5384810448834","-46.7568789126241","(4, 31)"
52,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.4936556","-46.4030005","(5, 35)"
53,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.3243913","-46.2355142","(6, 37)"
54,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.608867","-46.638066","(3, 32)"
55,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5909007","-46.6087102","(3, 32)"
56,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5334247","-46.6579578","(4, 32)"
57,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5367643","-46.5267303","(4, 33)"
58,"POLICIA MILITAR","COMANDO DE POLICIAMENTO","-23.6430749","-46.7196937","(3, 31)"
59,"POLICIA MILITAR","ASSESSORIA DE POLICIA","-23.5463293","-46.6502105","(4, 32)"
60,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.537227","-46.5267075","(4, 33)"
61,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5885195","-46.40706369999999","(3, 35)"
62,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5997842","-46.5350923","(3, 33)"
63,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6418377","-46.5960628","(3, 33)"
64,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5123119","-46.5347522","(4, 33)"
65,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5369322","-46.6653372","(4, 32)"
66,"POLICIA MILITAR","ASSESSORIA DE POLICIA","-23.5512124","-46.6423589","(4, 32)"
67,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5818867","-46.6747214","(4, 32)"
68,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.538995","-46.4659351","(4, 34)"
69,"POLICIA MILITAR","REGIMENTO DE POLICIA MONTADA","-23.5317571","-46.6297286","(4, 32)"
70,"POLICIA MILITAR","COMANDO DE POLICIAMENTO","-23.5322934","-46.6266633","(4, 32)"
71,"POLICIA MILITAR","COMANDO GERAL","-23.5490933","-46.6377296","(4, 32)"
72,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6433771","-46.63457330000001","(3, 32)"
73,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6078081","-46.4600407","(3, 34)"
74,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5727656","-46.6636815","(4, 32)"
75,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5575589","-46.57882","(4, 33)"
76,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5695218","-46.4719092","(4, 34)"
77,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5594342","-46.6246996","(4, 32)"
78,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.523875","-46.7322794","(4, 31)"
79,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6651615","-46.7836077","(3, 31)"
80,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5240258","-46.4139357","(4, 35)"
81,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5272911","-46.72135309999999","(4, 31)"
82,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.564916","-46.6389557","(4, 32)"
83,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6268403","-46.6621173","(3, 32)"
84,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6246057","-46.6716469","(3, 32)"
85,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.531614","-46.6338199","(4, 32)"
86,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5297112","-46.6123533","(4, 32)"
87,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5687897","-46.5447188","(4, 33)"
88,"POLICIA MILITAR","CORREGEDORIA","-23.4949233","-46.6094398","(5, 32)"
89,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.4691788","-46.6282851","(5, 32)"
90,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5935742","-46.6453845","(3, 32)"
91,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.6395266","-46.64369300000001","(3, 32)"
92,"POLICIA MILITAR","COMANDO DE POLICIAMENTO","-23.5652613","-46.6392295","(4, 32)"
93,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5299477","-46.6953427","(4, 32)"
94,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5452302","-46.4361824","(4, 34)"
95,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.594794","-46.8014681","(3, 30)"
96,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5370472","-46.5666114","(4, 33)"
97,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.544214","-46.60433399999999","(4, 33)"
98,"POLICIA MILITAR","BATALHAO DA POLICIA","-23.5227494","-46.6176167","(4, 32)"
99,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5366674","-46.6489398","(4, 32)"
100,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4996876","-46.569125","(4, 33)"
101,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5291254","-46.5544559","(4, 33)"
102,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6763287","-46.7120569","(3, 31)"
103,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6851295","-46.6372457","(2, 32)"
104,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6082362","-46.5008084","(3, 34)"
105,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6763287","-46.7120569","(3, 31)"
106,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5005049","-46.6491495","(4, 32)"
107,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5352219","-46.5846386","(4, 33)"
108,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5491687","-46.53722570000001","(4, 33)"
109,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5587714","-46.7467711","(4, 31)"
110,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4943279","-46.6778839","(5, 32)"
111,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5242193","-46.7406318","(4, 31)"
112,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4457366","-46.71685979999999","(5, 31)"
113,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.639392","-46.6433401","(3, 32)"
114,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6043439","-46.692907","(3, 32)"
115,"POLICIA CIVIL","DIVISAO DE CRIMES CONTRA A FAZENDA","-23.6265608","-46.6445595","(3, 32)"
116,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4947594","-46.6977433","(5, 32)"
117,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5370451","-46.5266046","(4, 33)"
118,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4829978","-46.7279263","(5, 31)"
119,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5519944","-46.4370144","(4, 34)"
120,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6018642","-46.637764","(3, 32)"
121,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5898428","-46.55329099999999","(3, 33)"
122,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5667588","-46.4661214","(4, 34)"
123,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5540299","-46.4922378","(4, 34)"
124,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6229114","-46.6019075","(3, 33)"
125,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5437622","-46.4814419","(4, 34)"
126,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4695114","-46.6483016","(5, 32)"
127,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4586446","-46.5853353","(5, 33)"
128,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5882146","-46.72672619999999","(3, 31)"
129,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6054835","-46.4707403","(3, 34)"
130,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.7007325","-46.5768896","(2, 33)"
131,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.755333","-46.3957433","(2, 35)"
132,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5099048","-46.4986202","(4, 34)"
133,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5737271","-46.5576479","(4, 33)"
134,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5120326","-46.6228369","(4, 32)"
135,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6647883","-46.7826795","(3, 31)"
136,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6235926","-46.4702164","(3, 34)"
137,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4963086","-46.4412205","(5, 34)"
138,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6565234","-46.6138129","(3, 32)"
139,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.7121523","-46.6957236","(2, 32)"
140,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5499136","-46.5677709","(4, 33)"
141,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6566576","-46.66928919999999","(3, 32)"
142,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5624913","-46.5452257","(4, 33)"
143,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.539323","-46.6397243","(4, 32)"
144,"POLICIA CIVIL","GRUPO OPERACOES ESPECIAIS DECAP - GOE","-23.6189571","-46.6785092","(3, 32)"
145,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5718195","-46.7225826","(4, 31)"
146,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5384727","-46.63501309999999","(4, 32)"
147,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.503388","-46.6130193","(4, 32)"
148,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5295435","-46.6951429","(4, 32)"
149,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.7297691","-46.709445","(2, 31)"
150,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6037674","-46.59495829999999","(3, 33)"
151,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5408655","-46.62949","(4, 32)"
152,"POLICIA CIVIL","CORREGEDORIA","-23.5552066","-46.661745","(4, 32)"
153,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5479671","-46.64384339999999","(4, 32)"
154,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4832656","-46.5899297","(5, 33)"
155,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5569803","-46.6343707","(4, 32)"
156,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6152298","-46.67501009999999","(3, 32)"
157,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5617968","-46.6912197","(4, 32)"
158,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5689051","-46.5845589","(4, 33)"
159,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5909007","-46.6087102","(3, 32)"
160,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6084649","-46.7360457","(3, 31)"
161,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.503388","-46.6130193","(4, 32)"
162,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5479929","-46.6314632","(4, 32)"
163,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5363838","-46.5633524","(4, 33)"
164,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.7706354","-46.6971263","(1, 32)"
165,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5818477","-46.6745046","(4, 32)"
166,"POLICIA CIVIL","GARAGEM","-23.579562","-46.650286","(4, 32)"
167,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5938526","-46.5672439","(3, 33)"
168,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5092849","-46.4463252","(4, 34)"
169,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5660725","-46.6692885","(4, 32)"
170,"POLICIA CIVIL","DEPARTAMENTO DE POLICIA JUDICIARIA","-23.5634443","-46.6976974","(4, 32)"
171,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4040925","-46.7380839","(6, 31)"
172,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6052239","-46.4012097","(3, 35)"
173,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.567624","-46.6235614","(4, 32)"
174,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.8248915","-46.7343614","(1, 31)"
175,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6329013","-46.77042369999999","(3, 31)"
176,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.523067","-46.64425139999999","(4, 32)"
177,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5373553","-46.3976225","(4, 35)"
178,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.497318","-46.7457456","(5, 31)"
179,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4691612","-46.6897573","(5, 32)"
180,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6929887","-46.7599783","(2, 31)"
181,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5704692","-46.5916434","(4, 33)"
182,"POLICIA CIVIL","ASSISTENCIA POLICIAL","-23.5490933","-46.6377296","(4, 32)"
183,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6628353","-46.75538419999999","(3, 31)"
184,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5973003","-46.7960428","(3, 30)"
185,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5506416","-46.6500727","(4, 32)"
186,"POLICIA CIVIL","ASSISTENCIA POLICIAL","-23.5633756","-46.6972477","(4, 32)"
187,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6468944","-46.70744670000001","(3, 31)"
188,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5657615","-46.638262","(4, 32)"
189,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5238498","-46.6372318","(4, 32)"
190,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4898406","-46.4816704","(5, 34)"
191,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5342696","-46.4518314","(4, 34)"
192,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5426786","-46.4187947","(4, 35)"
193,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5459565","-46.6350038","(4, 32)"
194,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.478257","-46.6207276","(5, 32)"
195,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5483289","-46.5937954","(4, 33)"
196,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6619864","-46.6870504","(3, 32)"
197,"POLICIA CIVIL","CENTRAL DE CARROS AUXILIARES","-23.5414624","-46.5567023","(4, 33)"
198,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5202068","-46.41149069999999","(4, 35)"
199,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5240747","-46.4754671","(4, 34)"
200,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5046049","-46.39673579999999","(4, 35)"
201,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5791393","-46.6508564","(4, 32)"
202,"POLICIA CIVIL","DEPARTAMENTO DE ADMINISTRACAO","-23.5492095","-46.6315812","(4, 32)"
203,"POLICIA CIVIL","DEPARTAMENTO DE ADMINISTRACAO","-23.6081087","-46.6141347","(3, 32)"
204,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.4875889","-46.4101492","(5, 35)"
205,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5987209","-46.5333003","(3, 33)"
206,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.6535178376041","-46.6333077065068","(3, 32)"
207,"POLICIA CIVIL","DELEGACIA DE POLICIA","-23.5120326","-46.6228369","(4, 32)"
208,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5226768","-46.63429989999999","(4, 32)"
209,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5925368","-46.4030178","(3, 35)"
210,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5085585","-46.4432011","(4, 34)"
211,"UNIDADE GUARDA CIVIL METROPOLITANA","COMANDO OPERACIONAL","-23.5626267","-46.7033444","(4, 31)"
212,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5519324","-46.4329617","(4, 34)"
213,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.4854013","-46.72473170000001","(5, 31)"
214,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.7125247","-46.5744665","(2, 33)"
215,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.8231198","-46.7349866","(1, 31)"
216,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.522018","-46.63078400000001","(4, 32)"
217,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.4946203","-46.4171384","(5, 35)"
218,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5170005","-46.4825362","(4, 34)"
219,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5757342","-46.7225057","(4, 31)"
220,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5970034","-46.4362692","(3, 34)"
221,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.4492582","-46.5964593","(5, 33)"
222,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5974125","-46.6214813","(3, 32)"
223,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.59298","-46.6452813","(3, 32)"
224,"UNIDADE GUARDA CIVIL METROPOLITANA","COMANDO OPERACIONAL","-23.7208213","-46.7016081","(2, 31)"
225,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.6548648","-46.6997916","(3, 31)"
226,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5183465","-46.5210748","(4, 33)"
227,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5626267","-46.7033444","(4, 31)"
228,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5668175","-46.4008062","(4, 35)"
229,"UNIDADE GUARDA CIVIL METROPOLITANA","COMANDO GERAL","-23.5355511","-46.6367839","(4, 32)"
230,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.6102066","-46.5129953","(3, 34)"
231,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.4064493","-46.7540168","(6, 31)"
232,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.4736393","-46.6889131","(5, 32)"
233,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.6406001","-46.6380493","(3, 32)"
234,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.522838","-46.7393302","(4, 31)"
235,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.6662678","-46.7684746","(3, 31)"
236,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5191088","-46.6498099","(4, 32)"
237,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.6658194","-46.7436747","(3, 31)"
238,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.6800806","-46.6373682","(2, 32)"
239,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5501825","-46.5969024","(4, 33)"
240,"UNIDADE GUARDA CIVIL METROPOLITANA","INSPETORIA REGIONAL","-23.5074428","-46.6641539","(4, 32)"
