,ID,LAT_MIN,LAT_MAX,LON_MIN,LON_MAX
329,"(14, 21)",-23.569640399999997,-23.5426234,-46.255183808000005,-46.228166808000005
330,"(15, 0)",-23.5426134,-23.5155964,-46.822750808,-46.79573380800001
331,"(15, 1)",-23.5426134,-23.5155964,-46.795723808000005,-46.768706808000005
332,"(15, 2)",-23.5426134,-23.5155964,-46.768696808,-46.74167980800001
333,"(15, 3)",-23.5426134,-23.5155964,-46.741669808000005,-46.714652808000004
334,"(15, 4)",-23.5426134,-23.5155964,-46.714642808,-46.68762580800001
335,"(15, 5)",-23.5426134,-23.5155964,-46.687615808000004,-46.660598808
336,"(15, 6)",-23.5426134,-23.5155964,-46.660588808,-46.633571808000006
337,"(15, 7)",-23.5426134,-23.5155964,-46.633561808,-46.606544808
338,"(15, 8)",-23.5426134,-23.5155964,-46.606534808,-46.579517808000006
339,"(15, 9)",-23.5426134,-23.5155964,-46.579507808,-46.552490808
340,"(15, 10)",-23.5426134,-23.5155964,-46.552480808,-46.525463808000005
341,"(15, 11)",-23.5426134,-23.5155964,-46.525453808,-46.49843680800001
342,"(15, 12)",-23.5426134,-23.5155964,-46.498426808000005,-46.471409808000004
343,"(15, 13)",-23.5426134,-23.5155964,-46.471399808,-46.44438280800001
344,"(15, 14)",-23.5426134,-23.5155964,-46.444372808000004,-46.417355808
345,"(15, 15)",-23.5426134,-23.5155964,-46.417345808,-46.39032880800001
346,"(15, 16)",-23.5426134,-23.5155964,-46.390318808,-46.363301808
347,"(15, 17)",-23.5426134,-23.5155964,-46.363291808,-46.336274808000006
348,"(15, 18)",-23.5426134,-23.5155964,-46.336264808,-46.309247808
349,"(15, 19)",-23.5426134,-23.5155964,-46.309237808,-46.282220808000005
350,"(15, 20)",-23.5426134,-23.5155964,-46.282210808,-46.25519380800001
351,"(15, 21)",-23.5426134,-23.5155964,-46.255183808000005,-46.228166808000005
352,"(16, 0)",-23.5155864,-23.4885694,-46.822750808,-46.79573380800001
353,"(16, 1)",-23.5155864,-23.4885694,-46.795723808000005,-46.768706808000005
354,"(16, 2)",-23.5155864,-23.4885694,-46.768696808,-46.74167980800001
355,"(16, 3)",-23.5155864,-23.4885694,-46.741669808000005,-46.714652808000004
356,"(16, 4)",-23.5155864,-23.4885694,-46.714642808,-46.68762580800001
357,"(16, 5)",-23.5155864,-23.4885694,-46.687615808000004,-46.660598808
358,"(16, 6)",-23.5155864,-23.4885694,-46.660588808,-46.633571808000006
359,"(16, 7)",-23.5155864,-23.4885694,-46.633561808,-46.606544808
360,"(16, 8)",-23.5155864,-23.4885694,-46.606534808,-46.579517808000006
361,"(16, 9)",-23.5155864,-23.4885694,-46.579507808,-46.552490808
362,"(16, 10)",-23.5155864,-23.4885694,-46.552480808,-46.525463808000005
363,"(16, 11)",-23.5155864,-23.4885694,-46.525453808,-46.49843680800001
364,"(16, 12)",-23.5155864,-23.4885694,-46.498426808000005,-46.471409808000004
365,"(16, 13)",-23.5155864,-23.4885694,-46.471399808,-46.44438280800001
366,"(16, 14)",-23.5155864,-23.4885694,-46.444372808000004,-46.417355808
367,"(16, 15)",-23.5155864,-23.4885694,-46.417345808,-46.39032880800001
368,"(16, 16)",-23.5155864,-23.4885694,-46.390318808,-46.363301808
369,"(16, 17)",-23.5155864,-23.4885694,-46.363291808,-46.336274808000006
370,"(16, 18)",-23.5155864,-23.4885694,-46.336264808,-46.309247808
371,"(16, 19)",-23.5155864,-23.4885694,-46.309237808,-46.282220808000005
372,"(16, 20)",-23.5155864,-23.4885694,-46.282210808,-46.25519380800001
373,"(16, 21)",-23.5155864,-23.4885694,-46.255183808000005,-46.228166808000005
374,"(17, 0)",-23.4885594,-23.4615424,-46.822750808,-46.79573380800001
375,"(17, 1)",-23.4885594,-23.4615424,-46.795723808000005,-46.768706808000005
376,"(17, 2)",-23.4885594,-23.4615424,-46.768696808,-46.74167980800001
377,"(17, 3)",-23.4885594,-23.4615424,-46.741669808000005,-46.714652808000004
378,"(17, 4)",-23.4885594,-23.4615424,-46.714642808,-46.68762580800001
379,"(17, 5)",-23.4885594,-23.4615424,-46.687615808000004,-46.660598808
380,"(17, 6)",-23.4885594,-23.4615424,-46.660588808,-46.633571808000006
381,"(17, 7)",-23.4885594,-23.4615424,-46.633561808,-46.606544808
382,"(17, 8)",-23.4885594,-23.4615424,-46.606534808,-46.579517808000006
383,"(17, 9)",-23.4885594,-23.4615424,-46.579507808,-46.552490808
384,"(17, 10)",-23.4885594,-23.4615424,-46.552480808,-46.525463808000005
385,"(17, 11)",-23.4885594,-23.4615424,-46.525453808,-46.49843680800001
386,"(17, 12)",-23.4885594,-23.4615424,-46.498426808000005,-46.471409808000004
387,"(17, 13)",-23.4885594,-23.4615424,-46.471399808,-46.44438280800001
388,"(17, 14)",-23.4885594,-23.4615424,-46.444372808000004,-46.417355808
389,"(17, 15)",-23.4885594,-23.4615424,-46.417345808,-46.39032880800001
390,"(17, 16)",-23.4885594,-23.4615424,-46.390318808,-46.363301808
391,"(17, 17)",-23.4885594,-23.4615424,-46.363291808,-46.336274808000006
392,"(17, 18)",-23.4885594,-23.4615424,-46.336264808,-46.309247808
393,"(17, 19)",-23.4885594,-23.4615424,-46.309237808,-46.282220808000005
394,"(17, 20)",-23.4885594,-23.4615424,-46.282210808,-46.25519380800001
395,"(17, 21)",-23.4885594,-23.4615424,-46.255183808000005,-46.228166808000005
396,"(18, 0)",-23.4615324,-23.4345154,-46.822750808,-46.79573380800001
397,"(18, 1)",-23.4615324,-23.4345154,-46.795723808000005,-46.768706808000005
398,"(18, 2)",-23.4615324,-23.4345154,-46.768696808,-46.74167980800001
399,"(18, 3)",-23.4615324,-23.4345154,-46.741669808000005,-46.714652808000004
400,"(18, 4)",-23.4615324,-23.4345154,-46.714642808,-46.68762580800001
401,"(18, 5)",-23.4615324,-23.4345154,-46.687615808000004,-46.660598808
402,"(18, 6)",-23.4615324,-23.4345154,-46.660588808,-46.633571808000006
403,"(18, 7)",-23.4615324,-23.4345154,-46.633561808,-46.606544808
404,"(18, 8)",-23.4615324,-23.4345154,-46.606534808,-46.579517808000006
405,"(18, 9)",-23.4615324,-23.4345154,-46.579507808,-46.552490808
406,"(18, 10)",-23.4615324,-23.4345154,-46.552480808,-46.525463808000005
407,"(18, 11)",-23.4615324,-23.4345154,-46.525453808,-46.49843680800001
408,"(18, 12)",-23.4615324,-23.4345154,-46.498426808000005,-46.471409808000004
409,"(18, 13)",-23.4615324,-23.4345154,-46.471399808,-46.44438280800001
410,"(18, 14)",-23.4615324,-23.4345154,-46.444372808000004,-46.417355808
411,"(18, 15)",-23.4615324,-23.4345154,-46.417345808,-46.39032880800001
412,"(18, 16)",-23.4615324,-23.4345154,-46.390318808,-46.363301808
413,"(18, 17)",-23.4615324,-23.4345154,-46.363291808,-46.336274808000006
414,"(18, 18)",-23.4615324,-23.4345154,-46.336264808,-46.309247808
415,"(18, 19)",-23.4615324,-23.4345154,-46.309237808,-46.282220808000005
416,"(18, 20)",-23.4615324,-23.4345154,-46.282210808,-46.25519380800001
417,"(18, 21)",-23.4615324,-23.4345154,-46.255183808000005,-46.228166808000005
418,"(19, 0)",-23.4345054,-23.4074884,-46.822750808,-46.79573380800001
419,"(19, 1)",-23.4345054,-23.4074884,-46.795723808000005,-46.768706808000005
420,"(19, 2)",-23.4345054,-23.4074884,-46.768696808,-46.74167980800001
421,"(19, 3)",-23.4345054,-23.4074884,-46.741669808000005,-46.714652808000004
422,"(19, 4)",-23.4345054,-23.4074884,-46.714642808,-46.68762580800001
423,"(19, 5)",-23.4345054,-23.4074884,-46.687615808000004,-46.660598808
424,"(19, 6)",-23.4345054,-23.4074884,-46.660588808,-46.633571808000006
425,"(19, 7)",-23.4345054,-23.4074884,-46.633561808,-46.606544808
426,"(19, 8)",-23.4345054,-23.4074884,-46.606534808,-46.579517808000006
427,"(19, 9)",-23.4345054,-23.4074884,-46.579507808,-46.552490808
428,"(19, 10)",-23.4345054,-23.4074884,-46.552480808,-46.525463808000005
429,"(19, 11)",-23.4345054,-23.4074884,-46.525453808,-46.49843680800001
430,"(19, 12)",-23.4345054,-23.4074884,-46.498426808000005,-46.471409808000004
431,"(19, 13)",-23.4345054,-23.4074884,-46.471399808,-46.44438280800001
432,"(19, 14)",-23.4345054,-23.4074884,-46.444372808000004,-46.417355808
433,"(19, 15)",-23.4345054,-23.4074884,-46.417345808,-46.39032880800001
434,"(19, 16)",-23.4345054,-23.4074884,-46.390318808,-46.363301808
435,"(19, 17)",-23.4345054,-23.4074884,-46.363291808,-46.336274808000006
436,"(19, 18)",-23.4345054,-23.4074884,-46.336264808,-46.309247808
437,"(19, 19)",-23.4345054,-23.4074884,-46.309237808,-46.282220808000005
438,"(19, 20)",-23.4345054,-23.4074884,-46.282210808,-46.25519380800001
439,"(19, 21)",-23.4345054,-23.4074884,-46.255183808000005,-46.228166808000005
440,"(20, 0)",-23.4074784,-23.380461399999998,-46.822750808,-46.79573380800001
441,"(20, 1)",-23.4074784,-23.380461399999998,-46.795723808000005,-46.768706808000005
442,"(20, 2)",-23.4074784,-23.380461399999998,-46.768696808,-46.74167980800001
443,"(20, 3)",-23.4074784,-23.380461399999998,-46.741669808000005,-46.714652808000004
444,"(20, 4)",-23.4074784,-23.380461399999998,-46.714642808,-46.68762580800001
445,"(20, 5)",-23.4074784,-23.380461399999998,-46.687615808000004,-46.660598808
446,"(20, 6)",-23.4074784,-23.380461399999998,-46.660588808,-46.633571808000006
447,"(20, 7)",-23.4074784,-23.380461399999998,-46.633561808,-46.606544808
448,"(20, 8)",-23.4074784,-23.380461399999998,-46.606534808,-46.579517808000006
449,"(20, 9)",-23.4074784,-23.380461399999998,-46.579507808,-46.552490808
450,"(20, 10)",-23.4074784,-23.380461399999998,-46.552480808,-46.525463808000005
451,"(20, 11)",-23.4074784,-23.380461399999998,-46.525453808,-46.49843680800001
452,"(20, 12)",-23.4074784,-23.380461399999998,-46.498426808000005,-46.471409808000004
453,"(20, 13)",-23.4074784,-23.380461399999998,-46.471399808,-46.44438280800001
454,"(20, 14)",-23.4074784,-23.380461399999998,-46.444372808000004,-46.417355808
455,"(20, 15)",-23.4074784,-23.380461399999998,-46.417345808,-46.39032880800001
456,"(20, 16)",-23.4074784,-23.380461399999998,-46.390318808,-46.363301808
457,"(20, 17)",-23.4074784,-23.380461399999998,-46.363291808,-46.336274808000006
458,"(20, 18)",-23.4074784,-23.380461399999998,-46.336264808,-46.309247808
459,"(20, 19)",-23.4074784,-23.380461399999998,-46.309237808,-46.282220808000005
460,"(20, 20)",-23.4074784,-23.380461399999998,-46.282210808,-46.25519380800001
461,"(20, 21)",-23.4074784,-23.380461399999998,-46.255183808000005,-46.228166808000005
462,"(21, 0)",-23.3804514,-23.353434399999998,-46.822750808,-46.79573380800001
463,"(21, 1)",-23.3804514,-23.353434399999998,-46.795723808000005,-46.768706808000005
464,"(21, 2)",-23.3804514,-23.353434399999998,-46.768696808,-46.74167980800001
465,"(21, 3)",-23.3804514,-23.353434399999998,-46.741669808000005,-46.714652808000004
466,"(21, 4)",-23.3804514,-23.353434399999998,-46.714642808,-46.68762580800001
467,"(21, 5)",-23.3804514,-23.353434399999998,-46.687615808000004,-46.660598808
468,"(21, 6)",-23.3804514,-23.353434399999998,-46.660588808,-46.633571808000006
469,"(21, 7)",-23.3804514,-23.353434399999998,-46.633561808,-46.606544808
470,"(21, 8)",-23.3804514,-23.353434399999998,-46.606534808,-46.579517808000006
471,"(21, 9)",-23.3804514,-23.353434399999998,-46.579507808,-46.552490808
472,"(21, 10)",-23.3804514,-23.353434399999998,-46.552480808,-46.525463808000005
473,"(21, 11)",-23.3804514,-23.353434399999998,-46.525453808,-46.49843680800001
474,"(21, 12)",-23.3804514,-23.353434399999998,-46.498426808000005,-46.471409808000004
475,"(21, 13)",-23.3804514,-23.353434399999998,-46.471399808,-46.44438280800001
476,"(21, 14)",-23.3804514,-23.353434399999998,-46.444372808000004,-46.417355808
477,"(21, 15)",-23.3804514,-23.353434399999998,-46.417345808,-46.39032880800001
478,"(21, 16)",-23.3804514,-23.353434399999998,-46.390318808,-46.363301808
479,"(21, 17)",-23.3804514,-23.353434399999998,-46.363291808,-46.336274808000006
480,"(21, 18)",-23.3804514,-23.353434399999998,-46.336264808,-46.309247808
481,"(21, 19)",-23.3804514,-23.353434399999998,-46.309237808,-46.282220808000005
482,"(21, 20)",-23.3804514,-23.353434399999998,-46.282210808,-46.25519380800001
483,"(21, 21)",-23.3804514,-23.353434399999998,-46.255183808000005,-46.228166808000005
484,"(22, 0)",-23.353424399999998,-23.326407399999997,-46.822750808,-46.79573380800001
485,"(22, 1)",-23.353424399999998,-23.326407399999997,-46.795723808000005,-46.768706808000005
486,"(22, 2)",-23.353424399999998,-23.326407399999997,-46.768696808,-46.74167980800001
487,"(22, 3)",-23.353424399999998,-23.326407399999997,-46.741669808000005,-46.714652808000004
488,"(22, 4)",-23.353424399999998,-23.326407399999997,-46.714642808,-46.68762580800001
489,"(22, 5)",-23.353424399999998,-23.326407399999997,-46.687615808000004,-46.660598808
490,"(22, 6)",-23.353424399999998,-23.326407399999997,-46.660588808,-46.633571808000006
491,"(22, 7)",-23.353424399999998,-23.326407399999997,-46.633561808,-46.606544808
492,"(22, 8)",-23.353424399999998,-23.326407399999997,-46.606534808,-46.579517808000006
493,"(22, 9)",-23.353424399999998,-23.326407399999997,-46.579507808,-46.552490808
494,"(22, 10)",-23.353424399999998,-23.326407399999997,-46.552480808,-46.525463808000005
495,"(22, 11)",-23.353424399999998,-23.326407399999997,-46.525453808,-46.49843680800001
496,"(22, 12)",-23.353424399999998,-23.326407399999997,-46.498426808000005,-46.471409808000004
497,"(22, 13)",-23.353424399999998,-23.326407399999997,-46.471399808,-46.44438280800001
498,"(22, 14)",-23.353424399999998,-23.326407399999997,-46.444372808000004,-46.417355808
499,"(22, 15)",-23.353424399999998,-23.326407399999997,-46.417345808,-46.39032880800001
500,"(22, 16)",-23.353424399999998,-23.326407399999997,-46.390318808,-46.363301808
501,"(22, 17)",-23.353424399999998,-23.326407399999997,-46.363291808,-46.336274808000006
502,"(22, 18)",-23.353424399999998,-23.326407399999997,-46.336264808,-46.309247808
503,"(22, 19)",-23.353424399999998,-23.326407399999997,-46.309237808,-46.282220808000005
504,"(22, 20)",-23.353424399999998,-23.326407399999997,-46.282210808,-46.25519380800001
505,"(22, 21)",-23.353424399999998,-23.326407399999997,-46.255183808000005,-46.228166808000005
506,"(23, 0)",-23.326397399999998,-23.299380399999997,-46.822750808,-46.79573380800001
507,"(23, 1)",-23.326397399999998,-23.299380399999997,-46.795723808000005,-46.768706808000005
508,"(23, 2)",-23.326397399999998,-23.299380399999997,-46.768696808,-46.74167980800001
509,"(23, 3)",-23.326397399999998,-23.299380399999997,-46.741669808000005,-46.714652808000004
510,"(23, 4)",-23.326397399999998,-23.299380399999997,-46.714642808,-46.68762580800001
511,"(23, 5)",-23.326397399999998,-23.299380399999997,-46.687615808000004,-46.660598808
512,"(23, 6)",-23.326397399999998,-23.299380399999997,-46.660588808,-46.633571808000006
513,"(23, 7)",-23.326397399999998,-23.299380399999997,-46.633561808,-46.606544808
514,"(23, 8)",-23.326397399999998,-23.299380399999997,-46.606534808,-46.579517808000006
515,"(23, 9)",-23.326397399999998,-23.299380399999997,-46.579507808,-46.552490808
516,"(23, 10)",-23.326397399999998,-23.299380399999997,-46.552480808,-46.525463808000005
517,"(23, 11)",-23.326397399999998,-23.299380399999997,-46.525453808,-46.49843680800001
518,"(23, 12)",-23.326397399999998,-23.299380399999997,-46.498426808000005,-46.471409808000004
519,"(23, 13)",-23.326397399999998,-23.299380399999997,-46.471399808,-46.44438280800001
520,"(23, 14)",-23.326397399999998,-23.299380399999997,-46.444372808000004,-46.417355808
521,"(23, 15)",-23.326397399999998,-23.299380399999997,-46.417345808,-46.39032880800001
522,"(23, 16)",-23.326397399999998,-23.299380399999997,-46.390318808,-46.363301808
523,"(23, 17)",-23.326397399999998,-23.299380399999997,-46.363291808,-46.336274808000006
524,"(23, 18)",-23.326397399999998,-23.299380399999997,-46.336264808,-46.309247808
525,"(23, 19)",-23.326397399999998,-23.299380399999997,-46.309237808,-46.282220808000005
526,"(23, 20)",-23.326397399999998,-23.299380399999997,-46.282210808,-46.25519380800001
527,"(23, 21)",-23.326397399999998,-23.299380399999997,-46.255183808000005,-46.228166808000005
